Id,SalePrice
1461,124877.00800130832
1462,159090.16274516057
1463,184315.6860303068
1464,191624.91347243372
1465,183812.90954098856
1466,178620.482743153
1467,178351.2798233912
1468,171899.97358231977
1469,179516.5590133517
1470,124376.03292631867
1471,198459.59319967765
1472,93142.81751803926
1473,100022.00710597745
1474,150863.2438137752
1475,120189.84879945431
1476,358904.50588898454
1477,250677.1708363702
1478,280399.3813511237
1479,267043.59298940236
1480,481199.2807906907
1481,325772.01092161855
1482,206479.89688584273
1483,177351.990943646
1484,164951.32689950132
1485,178779.39200222766
1486,197478.2268734068
1487,319519.4566817372
1488,233646.50513611623
1489,201486.78509736274
1490,221088.7689943862
1491,189173.7514863237
1492,93068.2840556797
1493,178639.2463699456
1494,286851.08162540616
1495,287567.7527314625
1496,234982.45594200556
1497,181035.1193382795
1498,160068.16096528672
1499,159025.20720229566
1500,154895.57834980136
1501,176552.23475672922
1502,154728.16773400008
1503,290275.4684079068
1504,239899.97508787687
1505,223855.5245645693
1506,182650.54883702414
1507,243338.39548914065
1508,188547.92964850366
1509,159335.82767973645
1510,147310.5172765659
1511,143684.73930244913
1512,168822.74459368252
1513,140051.54795755725
1514,157604.53116916705
1515,192087.9269179083
1516,154214.12992027076
1517,156954.7789779656
1518,128722.47440256554
1519,224860.43853066734
1520,136395.3778597094
1521,135423.13440852548
1522,165234.5436963258
1523,112796.92098708326
1524,123903.02334001331
1525,122497.5143313336
1526,121727.25595843786
1527,102013.6546730125
1528,132488.03945638041
1529,147257.67498907814
1530,169810.23236070012
1531,109939.18779513388
1532,102203.34735928962
1533,146559.16846314273
1534,116829.5045844209
1535,155116.30420896597
1536,114823.71213546336
1537,68755.85998816857
1538,155393.34538927814
1539,186442.7849048972
1540,103308.81024995842
1541,142838.47339204862
1542,143268.62324479784
1543,217773.8436295012
1544,79892.68956823385
1545,107843.29436837701
1546,132079.72882132576
1547,136018.8202496338
1548,132823.55874087257
1549,111092.22289899422
1550,140796.7173795592
1551,115656.4392862531
1552,128232.53048794428
1553,145537.19882814237
1554,108851.01908973191
1555,171917.65872211586
1556,91547.42589603481
1557,115567.39564807332
1558,86351.89314333512
1559,94403.52217199662
1560,139328.0127291036
1561,133390.65344249754
1562,127823.09654060387
1563,122295.89830447666
