Id,SalePrice
1461,125819.945
1462,159223.25
1463,184500.81
1464,195612.75
1465,185112.02
1466,174721.83
1467,180205.88
1468,167990.86
1469,177472.62
1470,124351.13
1471,199499.02
1472,94972.15
1473,101284.734
1474,151785.77
1475,115763.73
1476,366748.4
1477,249566.02
1478,286075.12
1479,268220.38
1480,481625.84
1481,325191.4
1482,205141.2
1483,177102.7
1484,165838.42
1485,181541.86
1486,199428.64
1487,329838.66
1488,237248.08
1489,203128.84
1490,228264.56
1491,191308.78
1492,93891.03
1493,178782.72
1494,290144.25
1495,280233.06
1496,240147.03
1497,182753.47
1498,161964.5
1499,160406.88
1500,156557.98
1501,176947.39
1502,153431.95
1503,279501.75
1504,242828.62
1505,227656.95
1506,181688.89
1507,249551.98
1508,187465.42
1509,159664.23
1510,144790.39
1511,145125.2
1512,172321.06
1513,139098.1
1514,154828.05
1515,193934.88
1516,153671.08
1517,157972.58
1518,132581.06
1519,231314.14
1520,136278.45
1521,136637.34
1522,168033.48
1523,113524.11
1524,124538.88
1525,119460.555
1526,116967.34
1527,102795.49
1528,127561.31
1529,149772.11
1530,167081.73
1531,111097.57
1532,102563.125
1533,148922.1
1534,117654.266
1535,150660.3
1536,112842.69
1537,70270.65
1538,154222.38
1539,190728.9
1540,107062.2
1541,142685.17
1542,142006.94
1543,221722.97
1544,80939.21
1545,106539.49
1546,133213.61
1547,136511.28
1548,134387.05
1549,114123.305
1550,145162.31
1551,113825.92
1552,136834.52
1553,147206.89
1554,108318.44
1555,170297.55
1556,88380.22
1557,110723.97
1558,87642.94
1559,86800.56
1560,134785.45
1561,135223.84
1562,126109.086
1563,122228.305
1564,155197.03
1565,148143.72
1566,231984.84
1567,73969.18
1568,224767.45
1569,145248.98
1570,141907.31
1571,121496.95
1572,147397.95
1573,250151.5
1574,115464.16
1575,219890.12
1576,246410.45
1577,195926.77
1578,135674.8
1579,147690.33
1580,195967.53
1581,147300.56
1582,130086.664
1583,329127.9
1584,231355.39
1585,141539.4
1586,67963.375
1587,97792.71
1588,151174.97
1589,98548.99
1590,135678.02
1591,97691.85
1592,117463.68
1593,126050.55
1594,124026.61
1595,115807.77
1596,236420.5
1597,179226.22
1598,196377.42
1599,172672.92
1600,176333.84
1601,69606.6
1602,119216.67
1603,83464.86
1604,267138.25
1605,244026.73
1606,168852.1
1607,165402.19
1608,216946.05
1609,192797.27
1610,156368.9
1611,141152.55
1612,171958.25
1613,172342.58
1614,124408.66
1615,85324.88
1616,72642.336
1617,87765.47
1618,125705.766
1619,139801.6
1620,161252.0
1621,136837.92
1622,145061.28
1623,269836.72
1624,215772.22
1625,121553.5
1626,159710.38
1627,192191.47
1628,270910.4
1629,175482.48
1630,339032.56
1631,211067.55
1632,238432.31
1633,173126.53
1634,190414.69
1635,178826.02
1636,157219.89
1637,188093.66
1638,190569.27
1639,180492.95
1640,261274.95
1641,173401.02
1642,223802.58
1643,223950.1
1644,229776.64
1645,196850.86
1646,159491.66
1647,152453.11
1648,134049.77
1649,138755.2
1650,114621.99
1651,120941.7
1652,96098.07
1653,95831.555
1654,146216.3
1655,143608.69
1656,147117.62
1657,149352.05
1658,146199.02
1659,122451.97
1660,156294.22
1661,465308.56
1662,397058.53
1663,394035.47
1664,438565.44
1665,308657.62
1666,310607.4
1667,374934.62
1668,337042.22
1669,295137.56
1670,345368.75
1671,259583.86
1672,444031.44
1673,291744.44
1674,249206.64
1675,188140.83
1676,194232.69
1677,223593.3
1678,416313.03
1679,379525.4
1680,337670.88
1681,244180.62
1682,296334.2
1683,178137.67
1684,171637.77
1685,169138.97
1686,170173.02
1687,167954.03
1688,192413.36
1689,192102.94
1690,191247.66
1691,183718.44
1692,260383.2
1693,165128.25
1694,180511.38
1695,164494.52
1696,266035.12
1697,170920.05
1698,354929.22
1699,324368.44
1700,247434.81
1701,261612.56
1702,261738.58
1703,261860.66
1704,287376.16
1705,224348.98
1706,408849.9
1707,212909.48
1708,210198.36
1709,274528.12
1710,221817.1
1711,257475.36
1712,264090.7
1713,270363.5
1714,226903.08
1715,204069.38
1716,183659.92
1717,169166.08
1718,130023.04
1719,198130.84
1720,236284.36
1721,161611.95
1722,120831.49
1723,158116.5
1724,209651.4
1725,238163.23
1726,187799.14
1727,165890.62
1728,180662.58
1729,166086.28
1730,155046.58
1731,122374.22
1732,127676.58
1733,120304.99
1734,126580.695
1735,135632.36
1736,120318.65
1737,293781.75
1738,217424.94
1739,265858.34
1740,225144.6
1741,194611.48
1742,171321.52
1743,174051.94
1744,298837.03
1745,210984.02
1746,181868.5
1747,215630.9
1748,228127.89
1749,156382.5
1750,128207.94
1751,231497.55
1752,124797.945
1753,141892.69
1754,181139.08
1755,171620.11
1756,126183.68
1757,122853.88
1758,144116.19
1759,160192.86
1760,168270.81
1761,133776.72
1762,177377.03
1763,170510.1
1764,119769.25
1765,157186.17
1766,174881.55
1767,222458.36
1768,147709.48
1769,174364.3
1770,149741.11
1771,127323.836
1772,136298.72
1773,130836.914
1774,134892.81
1775,134650.17
1776,125181.89
1777,111694.72
1778,137366.4
1779,113095.75
1780,169401.78
1781,129906.414
1782,94066.95
1783,141895.53
1784,102015.09
1785,115724.42
1786,131928.47
1787,160337.75
1788,56130.65
1789,92907.945
1790,82054.88
1791,185616.02
1792,156675.22
1793,133254.8
1794,144750.34
1795,132378.16
1796,119516.63
1797,114349.15
1798,122082.336
1799,112104.72
1800,130178.38
1801,123527.055
1802,124274.08
1803,143561.58
1804,143046.62
1805,138057.61
1806,117728.46
1807,128222.26
1808,114896.91
1809,121046.016
1810,151450.45
1811,105838.7
1812,98964.625
1813,126544.97
1814,95886.87
1815,55120.098
1816,97351.64
1817,107776.74
1818,142050.83
1819,119906.73
1820,61457.438
1821,106967.086
1822,139883.48
1823,51397.676
1824,135722.28
1825,132840.52
1826,105887.98
1827,105460.98
1828,142790.53
1829,117883.16
1830,141412.44
1831,147980.77
1832,96658.82
1833,144478.52
1834,124704.07
1835,130033.83
1836,122957.03
1837,87868.984
1838,126022.77
1839,92669.02
1840,155408.55
1841,141066.55
1842,91507.414
1843,132543.89
1844,132232.92
1845,141150.11
1846,151838.02
1847,171913.0
1848,57026.484
1849,104864.555
1850,123189.42
1851,156836.52
1852,128822.22
1853,138984.45
1854,170909.94
1855,143374.4
1856,217706.72
1857,145931.98
1858,136387.25
1859,117953.33
1860,145073.73
1861,116762.055
1862,289471.84
1863,284569.0
1864,284569.0
1865,330478.78
1866,338963.06
1867,238847.88
1868,298172.3
1869,205259.39
1870,233157.7
1871,238178.66
1872,173777.62
1873,235154.3
1874,144708.38
1875,201952.33
1876,193399.45
1877,207855.5
1878,202280.78
1879,131557.84
1880,137193.47
1881,247898.92
1882,249763.4
1883,195933.16
1884,207577.97
1885,241031.98
1886,282410.5
1887,206438.47
1888,274979.6
1889,164725.9
1890,129605.95
1891,133122.3
1892,106957.3
1893,134181.5
1894,124535.08
1895,134932.06
1896,122810.54
1897,113535.914
1898,102925.86
1899,149107.56
1900,141151.6
1901,166816.81
1902,136207.75
1903,214458.44
1904,135078.45
1905,188352.67
1906,178804.2
1907,196034.42
1908,111960.37
1909,136163.84
1910,121648.26
1911,207169.97
1912,300813.4
1913,143877.38
1914,61136.453
1915,305344.6
1916,64962.71
1917,255969.89
1918,140928.44
1919,170676.05
1920,154174.86
1921,415584.72
1922,326444.22
1923,211519.52
1924,228922.3
1925,203905.97
1926,399509.22
1927,133745.08
1928,158017.17
1929,124206.18
1930,132050.58
1931,145998.92
1932,136675.94
1933,180074.98
1934,182302.98
1935,172739.97
1936,184025.3
1937,182298.97
1938,171358.75
1939,237703.5
1940,190573.64
1941,177754.31
1942,183742.27
1943,202887.23
1944,341573.7
1945,379233.06
1946,145638.89
1947,306615.7
1948,169332.48
1949,246116.19
1950,181874.58
1951,245134.9
1952,217215.81
1953,170964.23
1954,178735.66
1955,132094.9
1956,291064.94
1957,154516.94
1958,313746.5
1959,139529.1
1960,115648.08
1961,120833.22
1962,97079.36
1963,101151.52
1964,110833.53
1965,143444.42
1966,137092.36
1967,284747.9
1968,406307.06
1969,398112.25
1970,449767.5
1971,455634.22
1972,388760.97
1973,253422.39
1974,309857.44
1975,423827.1
1976,274505.88
1977,369532.88
1978,366511.7
1979,333613.38
1980,192449.16
1981,346719.5
1982,226665.16
1983,206198.4
1984,165672.12
1985,221249.2
1986,220366.23
1987,170702.75
1988,176720.39
1989,194411.16
1990,216318.84
1991,238238.42
1992,210246.48
1993,169329.27
1994,223944.34
1995,186231.64
1996,255863.95
1997,305848.2
1998,329875.16
1999,249824.86
2000,312830.44
2001,274664.28
2002,245531.02
2003,259027.69
2004,270691.66
2005,210475.77
2006,226216.0
2007,247937.94
2008,219618.94
2009,192017.22
2010,192033.34
2011,133015.2
2012,179313.08
2013,180996.27
2014,186334.67
2015,199111.64
2016,194164.36
2017,200924.94
2018,126166.586
2019,134455.23
2020,111903.48
2021,111265.625
2022,177652.12
2023,139554.62
2024,246020.44
2025,351490.66
2026,178998.69
2027,156607.4
2028,144890.11
2029,165852.67
2030,274575.0
2031,235279.03
2032,248097.58
2033,270618.62
2034,161076.02
2035,215105.7
2036,192407.31
2037,196391.84
2038,280471.53
2039,211923.75
2040,289643.84
2041,290011.5
2042,202000.1
2043,170503.6
2044,158697.81
2045,210885.66
2046,135845.56
2047,142565.47
2048,137746.7
2049,140077.06
2050,172556.88
2051,106433.07
2052,126700.38
2053,148036.39
2054,83325.836
2055,158742.62
2056,142306.56
2057,118105.734
2058,223434.7
2059,131895.39
2060,174076.52
2061,174329.7
2062,134489.75
2063,112166.414
2064,142885.89
2065,113453.0
2066,163279.64
2067,122396.63
2068,132955.6
2069,84298.33
2070,110498.555
2071,95195.13
2072,126955.95
2073,141517.0
2074,183904.23
2075,142764.8
2076,120500.2
2077,154665.12
2078,128126.414
2079,132392.05
2080,118357.86
2081,123872.59
2082,122832.664
2083,142445.05
2084,114236.0
2085,122228.88
2086,115007.85
2087,119031.36
2088,103312.445
2089,79736.51
2090,125845.266
2091,118296.914
2092,127309.26
2093,114968.055
2094,112906.625
2095,151164.61
2096,76874.34
2097,94501.086
2098,146884.92
2099,62418.766
2100,89773.37
2101,124135.73
2102,125821.49
2103,105865.86
2104,130902.555
2105,124839.484
2106,69637.15
2107,216540.94
2108,118478.13
2109,113359.77
2110,130379.28
2111,147697.1
2112,143627.17
2113,119869.34
2114,110750.164
2115,158283.67
2116,121214.79
2117,146827.48
2118,127521.305
2119,108339.41
2120,117668.4
2121,108321.336
2122,105118.38
2123,87522.49
2124,162189.7
2125,129155.46
2126,145670.14
2127,146082.77
2128,125461.32
2129,99774.58
2130,139161.25
2131,137829.11
2132,119762.625
2133,120075.29
2134,121389.59
2135,95975.06
2136,85400.016
2137,108703.914
2138,134371.03
2139,152446.55
2140,139140.0
2141,143345.44
2142,131376.55
2143,145169.5
2144,116587.805
2145,138227.3
2146,158978.36
2147,147151.6
2148,126595.42
2149,142776.08
2150,219303.95
2151,112159.46
2152,170469.28
2153,166088.98
2154,108494.18
2155,133785.53
2156,266887.9
2157,238433.2
2158,232076.23
2159,203515.69
2160,171041.2
2161,242315.52
2162,382309.5
2163,364479.22
2164,244031.62
2165,200904.83
2166,149024.25
2167,215571.47
2168,207268.0
2169,192253.23
2170,220396.08
2171,151726.84
2172,134906.33
2173,162560.42
2174,225014.73
2175,291479.66
2176,309377.9
2177,241840.42
2178,210665.94
2179,141419.45
2180,223148.92
2181,183659.22
2182,226340.52
2183,190438.64
2184,128983.625
2185,122640.7
2186,150913.81
2187,154752.89
2188,154756.3
2189,239172.0
2190,85176.18
2191,84944.18
