Id,SalePrice
1461,123934.07069011664
1462,158957.07549032118
1463,184130.55956061362
1464,187637.07694486744
1465,182513.8034569771
1466,182519.13736130597
1467,176496.6846467824
1468,175809.08778963954
1469,181560.49302670342
1470,124400.93304013733
1471,197420.17077435527
1472,91313.48659857853
1473,98759.2798369549
1474,149940.72200255038
1475,124615.97103640862
1476,351060.6055279691
1477,251788.32604774038
1478,274723.6377022474
1479,265866.8109788047
1480,480772.7178313814
1481,326352.61559323705
1482,207818.59064668545
1483,177601.27876229203
1484,164064.23192400264
1485,176016.92462945534
1486,195527.81312181358
1487,309200.25711347436
1488,230044.93214723247
1489,199844.72644472547
1490,213912.97548877238
1491,187038.72172264737
1492,92245.5368613594
1493,178495.77398989123
1494,283557.9132508124
1495,294902.442962925
1496,229817.8806340111
1497,179316.769926559
1498,158171.82193057344
1499,157643.5394045913
1500,153233.1723246027
1501,176157.0788884584
1502,156024.38234300015
1503,301049.18681581365
1504,236971.32517575374
1505,220054.09600413856
1506,183612.20704904824
1507,237124.80660328132
1508,189630.4374220073
1509,159007.4209844729
1510,149830.64392813176
1511,142244.27547989826
1512,165324.42668736505
1513,141005.00216511454
1514,160381.0154633341
1515,190240.97883581658
1516,154757.1817155415
1517,155936.9798309312
1518,124863.88630513106
1519,218406.7364363347
1520,136512.3025944188
1521,134208.92506705096
1522,162435.60301765156
1523,112069.7325991665
1524,123267.16386752663
1525,125534.47397516722
1526,126487.16816687572
1527,101231.81715852501
1528,137414.76641276086
1529,144743.24060315624
1530,172538.73034640023
1531,108780.80527776778
1532,101843.56971857925
1533,144196.24317628547
1534,116004.74354384179
1535,159572.31154293197
1536,116804.73677092671
1537,67241.07153883713
1538,156564.3157785563
1539,182156.66355979443
1540,99555.41737491685
1541,142991.7749090972
1542,144530.30898959568
1543,213824.7185090024
1544,78846.16819896772
1545,109147.09654925404
1546,130945.84826765151
1547,135526.35924926758
1548,131260.07060674514
1549,108061.14111048846
1550,136431.12225911842
1551,117486.95669750619
1552,119630.54535088858
1553,143867.5070312847
1554,109383.60067946382
1555,173537.77056923168
1556,94714.63304206962
1557,120410.82254614664
1558,85060.84878667026
1559,102006.48184399326
1560,143870.57233320718
1561,131557.4631349951
1562,129537.10714370776
1563,122363.49192145331
1564,155445.09423682757
1565,144673.92104203466
1566,236317.47704089718
1567,68497.07433120647
1568,211035.18139097802
1569,132742.3484031947
1570,132382.3595208252
1571,109865.2315630846
1572,146921.7568792702
1573,237033.6266122229
1574,117639.40792095846
1575,219749.56543052866
1576,223234.9380853916
1577,192534.21465152552
1578,142255.58037988757
1579,150937.84923790768
1580,193076.69209535097
1581,145929.55875899704
1582,133201.99871819516
1583,337580.8311516282
1584,231885.32056262944
1585,143284.2572338786
1586,69756.56081472474
1587,103555.65490718796
1588,144224.6381249403
1589,98361.70834587977
1590,134050.65518362564
1591,94827.20266316843
1592,129106.75249202359
1593,121992.74720977322
1594,135901.7107911099
1595,121967.28894079424
1596,239765.43526920717
1597,183373.89303690055
1598,190174.68879507238
1599,168505.2390348362
1600,172567.2613360425
1601,66074.476967938
1602,105567.54216333285
1603,86875.68086541515
1604,274540.58429691236
1605,242251.16315888532
1606,170512.77967623263
1607,160241.7405589122
1608,218179.04465464625
1609,185223.3793271789
1610,160265.98058441243
1611,140625.6658041217
1612,162100.82278272428
1613,170066.56771697968
1614,126012.68589503411
1615,83616.56979560058
1616,74861.26256954137
1617,87961.43246206558
1618,126831.90983056452
1619,135350.01527127082
1620,169395.02519253778
1621,138802.14662304742
1622,137685.61440087523
1623,269903.7835118129
1624,213233.86467610215
1625,122905.47258990034
1626,162278.96525388013
1627,187351.95941924353
1628,260817.73552699198
1629,173603.0551956189
1630,336086.2456965585
1631,207894.9931444899
1632,241623.84287550574
1633,168351.08113123477
1634,188911.31026605458
1635,179929.01270084924
1636,160119.82259021245
1637,195194.23449924265
1638,199172.58750664486
1639,182172.42942817236
1640,254376.9209587476
1641,175582.01634895153
1642,224471.56080655352
1643,220905.00262916967
1644,229943.08684348752
1645,189992.9738566213
1646,158613.91266734782
1647,154748.32332515923
1648,133626.68012833776
1649,143508.77594763992
1650,124133.11919768994
1651,122026.22187878865
1652,95725.1067901669
1653,98221.46558120578
1654,148061.2758851432
1655,144014.63930033142
1656,144589.6072441387
